video_id,author_follower_count,author_following_count,author_total_heart_count,author_total_video_count,follower_following_ratio,avg_hearts_per_video,engagement_rate,videos_per_follower,Video_Length,Hashtags,Collaborations,Series,Post_Day,Post_Hour,Post_Month,Post_Season,Post_Quarter,Post_Week_of_Year,Post_Part_of_Day,Is_Weekend,Next_Day_Holiday,Is_Long_Weekend,Engagement_Rate,Description_Sentiment,video_comment_count,video_heart_count,video_play_count,video_share_count,industry,Sentiment Score,Speech vs. Action Focus,Setting,Interaction Type,Tone,Dialogue/Monologue,Audience Engagement,zero_crossing_rate_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12
'6746547426770963718,22300000,413,363800000,1826,53864.73429951691,199124.24740010948,16.313900613726428,8.188340439984734e-05,59.05,3,False,False,Friday,14,October,Fall,4,41,Afternoon,False,False,False,1631.390135,0.318181818,378,19500,271000,646,entertainment,positive,speech,outdoor,indirect,casual,monologue,engaging,0.059642426,-149.2901459,154.2301636,-37.3105278,55.54373169,-7.029383183,33.23236084,-9.551229477,6.251195908,5.690866947,-5.55868578,3.944296837,-2.126012802,12.95485497,18.56507446,11.9017587,15.70074507,17.56478807,18.63282756,21.90983051,56.5914218,0.460269332,0.429304808,0.583027422,0.518866777,0.490311861,0.476522505,0.551675081,0.607715547,0.532108545,0.485754758,0.424318671,0.521805704
'6748075588055092485,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,8.15,0,False,False,Tuesday,16,October,Fall,4,42,Afternoon,False,False,False,1631.390135,0.0,491,49800,380000,973,entertainment,positive,speech,indoor,direct,casual,dialogue,engaging,0.041629285,-120.2604523,164.6788177,-43.36557007,45.64188004,-5.285664558,18.24248314,4.670371056,0.960166931,9.253839493,-6.636768818,12.34999275,-2.987314701,-2.265144825,15.31924109,12.8538487,14.29412902,15.98849559,17.33613186,18.79802165,54.86159675,0.549858093,0.504099131,0.467921555,0.461126059,0.466753125,0.441567272,0.478633821,0.541092038,0.529010952,0.490137547,0.467640281,0.508656323
'6752950079541316870,22300000,413,363800000,1826,53864.73429951691,199124.24740010948,16.313900613726428,8.188340439984734e-05,59.28,4,False,False,Monday,20,October,Fall,4,44,Evening,False,False,False,1631.390135,0.0,255,24600,218500,364,entertainment,positive,action,unknown,indirect,serious,dialogue,engaging,0.021423364,-458.7247314,177.4481049,94.85427856,60.9591217,20.9366703,1.589599371,-14.87108135,-17.52190971,-12.87138271,-13.69773006,-11.63001537,-9.045062065,-8.364485741,23.40687889,11.84953292,20.94041619,25.82222745,19.42407716,19.25686601,46.41913652,0.465781569,0.30723834,0.204135895,0.287511259,0.579874694,0.591278017,0.358166099,0.380191922,0.30434531,0.352640152,0.239929318,0.280606359
'6753906762924969221,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,14.58,4,False,False,Thursday,10,October,Fall,4,44,Morning,False,False,False,514.2857143,-0.1875,112,23400,243100,2868,automotive,negative,unknown,unknown,direct,humorous,dialogue,engaging,0.019181477,-284.4818115,157.29422,29.22431755,17.94516945,3.393153667,20.68245125,32.741436,25.26071548,15.80375195,0.709626317,-3.906867504,2.482221603,15.57414246,15.66115317,9.900988949,14.6327925,25.19993833,21.25139052,25.11700099,50.15077439,0.502129853,0.597992539,0.617132664,0.547717333,0.720460296,0.666102648,0.434389114,0.348479539,0.363572896,0.415500343,0.435766548,0.454776794
'6753979754510077189,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,15.03,4,False,False,Thursday,14,October,Fall,4,44,Afternoon,False,False,False,514.2857143,0.2,45,4100,43000,510,automotive,positive,action,outdoor,indirect,serious,dialogue,not engaging,0.019526725,-252.8916779,160.4203949,10.79292393,27.35540199,5.156453609,19.04858589,29.92502403,21.84828949,16.4764595,0.620409429,-3.428076029,1.920789838,14.14252567,16.01422838,9.754528108,14.06979385,24.46158589,19.79966368,24.10556393,52.11862785,0.511312246,0.602419734,0.625186145,0.552041113,0.713966429,0.673344672,0.437932491,0.341520339,0.358991057,0.409640253,0.448919743,0.464021623
'6754026204623392006,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,14.79,4,False,False,Thursday,17,October,Fall,4,44,Evening,False,False,False,514.2857143,1.0,65,5284,52300,303,automotive,positive,action,unknown,direct,casual,dialogue,engaging,0.031749788,-175.9258881,151.5965424,-14.09156036,46.32411575,-4.081200123,22.36676979,2.941302776,10.33874321,7.460268021,2.868305683,12.40181541,1.957383037,8.999253273,16.06891676,9.031066659,12.52209373,14.59757271,17.94464114,21.0470435,54.62960513,0.641875565,0.675344825,0.675657988,0.646034718,0.666325033,0.723276496,0.701739669,0.680904269,0.581394076,0.571995139,0.605162203,0.613643944
'6758490345484438790,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,14.58,4,False,False,Tuesday,18,November,Fall,4,46,Evening,False,False,False,1631.390135,0.7,1589,116600,485800,3468,entertainment,positive,speech,unknown,indirect,humorous,dialogue,engaging,0.055001478,-355.3182068,136.8557587,-16.16792297,20.66827774,21.82465172,-0.033577699,4.96114254,-7.188761234,-11.64903069,-8.29088974,-2.557101011,-0.640793145,-2.356739044,13.71656097,14.47039374,18.97686568,17.80968245,19.40727115,28.35482803,51.92975385,0.384102613,0.386990219,0.374611914,0.37981087,0.35955444,0.339090765,0.326701164,0.374734789,0.432000518,0.460276276,0.383807659,0.36981684
'6763313271685647622,22200000,410,362100000,1805,54014.598540145984,200498.3388704319,16.310810076089638,8.130630264386025e-05,11.7,3,False,False,Monday,18,November,Fall,4,48,Evening,False,False,False,1631.081081,0.0,121,18600,219400,155,entertainment,positive,speech,unknown,direct,casual,dialogue,not engaging,0.047095889,-404.0109863,145.9649353,-20.64923668,46.31220627,-3.808398962,15.95265198,-4.297960758,-2.634762764,-7.120313168,-11.71692467,2.658516645,-8.084578514,0.665804565,17.01092238,11.71456993,16.25482485,15.91153938,16.7959876,19.89015835,55.60190142,0.469754577,0.452559739,0.467830837,0.467303395,0.441829443,0.419595003,0.382424921,0.356637061,0.358758718,0.399940401,0.417443871,0.4617154
'6764008374582463750,22200000,410,362100000,1805,54014.598540145984,200498.3388704319,16.310810076089638,8.130630264386025e-05,22.73,5,False,False,Wednesday,15,November,Fall,4,48,Afternoon,False,True,False,1631.081081,0.0,1649,124400,536100,2436,entertainment,positive,speech,unknown,indirect,humorous,dialogue,engaging,0.115841859,-389.5652161,132.1987305,-72.09133148,64.84859467,-8.038167953,21.72884941,-12.65202522,1.47380352,24.65175056,-21.66613197,6.145384312,-0.032958172,-1.290395975,14.84202983,11.61789368,14.66740327,15.83790971,18.49636848,23.33794128,58.78366685,0.376290381,0.438844264,0.385369241,0.361970752,0.421227992,0.428464234,0.439350456,0.459276676,0.478029788,0.52056092,0.457444429,0.357095152
'6764715793339993350,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,15.07,3,False,False,Friday,13,November,Fall,4,48,Afternoon,False,False,False,514.2857143,0.0,85,5687,70200,1443,automotive,positive,unknown,unknown,indirect,casual,dialogue,not engaging,0.017564551,-205.0327911,168.2007599,5.854980469,17.81625175,5.189376354,21.66184425,11.71766853,12.68564796,14.17069817,6.643169403,9.174895287,6.064613342,8.529294968,15.91320155,8.341938579,10.99329152,13.10482434,15.70831794,19.12792354,47.70202738,0.775897026,0.743371785,0.70216161,0.70199585,0.714927673,0.702002585,0.659706533,0.70335269,0.731799901,0.744237423,0.739836574,0.737905264
'6765211952563211525,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,14.54,2,False,False,Saturday,21,November,Fall,4,48,Night,True,False,False,1631.390135,0.0,452,60700,395600,372,entertainment,negative,speech,unknown,indirect,humorous,dialogue,engaging,0.042336213,-182.306427,143.538147,-7.476067543,64.74063873,-17.09841537,35.29400635,-5.936160564,13.36765194,6.827502728,-0.997790813,11.88897038,-12.37890434,9.379264832,18.47063009,11.16760291,15.41746359,16.78594059,18.20954321,20.6795119,57.52591312,0.776673317,0.600309491,0.544134676,0.510429025,0.534912229,0.466225237,0.454972088,0.58615917,0.494089812,0.462522298,0.512762606,0.688652456
'6768223635661425925,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,45.1,6,False,False,Monday,0,December,Winter,4,50,Night,False,False,False,1631.390135,0.0,704,76900,462000,1819,entertainment,positive,speech,outdoor,direct,humorous,dialogue,not engaging,0.038561148,-169.5269623,168.6964874,-31.29291153,45.3477478,-5.996971607,18.46997643,4.237213612,4.514295101,8.845772743,2.912527084,5.885464191,-6.198021412,4.188580036,17.0575912,9.986426508,14.51126734,17.27357416,18.17170048,21.92012046,55.16808749,0.699445665,0.605073869,0.668174386,0.548075497,0.480938077,0.52660197,0.450534105,0.486762494,0.434025586,0.508769393,0.646574855,0.603872359
'6769228056071638277,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,15.05,4,True,False,Wednesday,17,December,Winter,4,50,Evening,False,False,False,514.2857143,0.0,18,2645,38800,167,entertainment,positive,action,unknown,direct,serious,monologue,not engaging,0.11704162,-116.3513184,103.6852036,-27.63819122,72.60820007,-23.2526741,45.36625671,-0.830648959,10.78067112,3.466097355,-3.411046267,17.38685417,-8.027882576,7.137707233,15.3345608,11.24406678,13.8695115,15.80511773,20.02580535,19.99676642,60.44623433,0.626066029,0.663862884,0.678504825,0.721001089,0.654953003,0.586705506,0.561224461,0.526222348,0.550152302,0.594612718,0.754453063,0.699684739
'6769245406422404358,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,20.6,5,True,True,Wednesday,18,December,Winter,4,50,Evening,False,False,False,1631.390135,0.416666667,607,162800,804900,1354,entertainment,positive,speech,indoor,direct,casual,monologue,not engaging,0.068244388,-514.5752563,86.16967773,-1.965130806,10.88209724,2.661113024,3.285506725,-0.035947196,-1.405664086,0.807560027,3.913177729,5.803358078,-0.745064557,0.966430962,18.99788661,10.23121693,12.7907016,14.8396256,15.66742333,17.55544407,49.06029643,0.554560423,0.535202146,0.53142488,0.52948451,0.546382189,0.573376954,0.559888661,0.532670021,0.524365664,0.531600952,0.539020896,0.558648944
'6769963604969114885,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,49.13,3,False,False,Friday,16,December,Winter,4,50,Afternoon,False,False,False,1631.390135,0.0,1996,171600,728900,9789,entertainment,negative,speech,unknown,indirect,casual,monologue,engaging,0.055420383,-180.5869598,175.8629761,-55.57304382,-28.77127838,4.776970863,-10.60891247,-18.69948769,-15.00989723,-6.461686134,-10.78495121,-13.16439915,-4.695671558,-2.232352734,12.6195987,13.08146106,17.14027436,17.93673911,18.50933252,24.22585518,45.37733268,0.305912405,0.309433579,0.297027886,0.288357466,0.297375441,0.29838112,0.30881384,0.337100446,0.32261312,0.28434965,0.290635794,0.308813989
'6769986961630317829,71700,10,303500,85,6518.181818181818,3529.0697674418607,4.232855887644524,0.001185478584678,28.47,4,False,True,Friday,18,December,Winter,4,50,Evening,False,False,False,423.2914923,0.0,47,1388,18800,83,automotive,negative,action,unknown,indirect,casual,monologue,engaging,0.065607045,-257.2483826,116.6917267,-31.98592949,28.66174698,23.58760262,35.40760422,6.760502338,6.374373913,15.29944801,5.256103039,6.853767872,-2.43064785,4.49669075,16.80103363,14.16777485,13.64791096,17.90940684,21.7263927,23.3580013,53.47363631,0.594827354,0.527299285,0.605294764,0.603750944,0.639433026,0.562656224,0.456105888,0.459755272,0.438978374,0.396523178,0.412755132,0.497987509
'6771451669851933957,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,46.0,0,False,False,Tuesday,16,December,Winter,4,51,Afternoon,False,False,False,1631.390135,-0.5,8790,211100,746600,12000,entertainment,positive,action,outdoor,direct,serious,monologue,engaging,0.039876425,-496.3219299,152.9838257,4.275657654,21.28013611,-3.92350173,-3.687443733,-6.334041119,0.815686941,-3.013275146,-7.604307652,-1.965848446,-6.785812855,-2.786951065,17.09613238,13.0123058,19.07982887,22.74659497,21.67186546,21.92595919,50.41252464,0.231292188,0.261913002,0.39906916,0.379722863,0.349626064,0.296431124,0.355722457,0.503824234,0.311587185,0.273304284,0.235228568,0.302943885
'6771454108009336070,71700,10,303500,85,6518.181818181818,3529.0697674418607,4.232855887644524,0.001185478584678,29.14,4,False,True,Tuesday,17,December,Winter,4,51,Evening,False,False,False,423.2914923,0.0,40,1307,21600,72,automotive,positive,speech,unknown,direct,humorous,dialogue,not engaging,0.073611608,-326.5880737,110.8380966,25.82372475,33.64025879,-4.520554543,19.96482468,13.45249748,13.25569725,4.885740757,-6.860332966,-5.279912472,-1.884565592,17.82142639,14.64175021,10.22321469,16.8735326,21.99504678,19.83916408,22.32306215,54.10119293,0.399123102,0.380850494,0.51409483,0.508195221,0.652768195,0.505639434,0.405264199,0.488153487,0.436531216,0.325359255,0.30772239,0.351259857
'6771819641485446406,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,15.05,2,False,False,Wednesday,16,December,Winter,4,51,Afternoon,False,False,False,514.2857143,0.0,376,194200,3600000,1936,automotive,positive,action,unknown,indirect,humorous,dialogue,engaging,0.102816839,-122.907692,114.8025131,-27.21567154,51.65354156,-16.35875893,27.22196007,-12.15891933,11.31475735,2.002680779,1.430898905,10.50915813,-6.414423943,6.796642303,16.99194011,11.54496846,15.85578626,17.23794745,17.61367279,18.66853497,56.71443653,0.506932497,0.599945426,0.528023124,0.45196566,0.424543411,0.434252769,0.568718433,0.547211289,0.4450984,0.407360196,0.43446964,0.482475489
'6771820071812599046,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,15.05,2,False,False,Wednesday,16,December,Winter,4,51,Afternoon,False,False,False,514.2857143,0.0,153,124100,3500000,632,automotive,positive,speech,unknown,direct,serious,dialogue,engaging,0.102621637,-122.4540939,114.8276749,-27.25306129,51.82283401,-16.34420586,27.2197876,-12.18997765,11.35171795,1.985478759,1.414906383,10.4925766,-6.421696186,6.803467274,17.02041865,11.54999708,15.84261761,17.21748279,17.59730937,18.64005002,56.6954231,0.506555378,0.599741042,0.528465927,0.452504575,0.425222427,0.435212463,0.569808781,0.54806453,0.445422649,0.407416075,0.434339881,0.481897354
'6771822750928588038,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,14.77,2,False,False,Wednesday,16,December,Winter,4,51,Afternoon,False,False,False,514.2857143,0.0,156,65400,1500000,219,automotive,positive,action,unknown,indirect,humorous,dialogue,engaging,0.104370598,-120.4122467,114.2456131,-28.16869545,52.11301804,-17.00028038,27.25218582,-12.86816216,11.1917572,1.977727413,1.31917429,10.22085381,-6.76006937,6.901221752,16.96869005,11.51065695,15.74550819,17.13295686,17.44668461,18.63070052,56.79499393,0.505818605,0.599353492,0.526669204,0.449596018,0.423869014,0.43384102,0.563951492,0.548312843,0.447587401,0.409045219,0.435373664,0.483136415
'6772030422411906309,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,56.87,4,False,False,Thursday,6,December,Winter,4,51,Morning,False,False,False,1631.390135,0.375,3311,152200,658100,8397,entertainment,positive,action,unknown,direct,humorous,dialogue,engaging,0.050458022,-233.046463,156.1450806,-31.43659019,37.95541,-9.970938683,16.28863907,-3.287338734,-1.937368274,0.051509786,-6.31127882,5.166539669,-1.018150806,7.475867271,15.27533431,10.27361156,14.39165062,15.67127692,17.52568848,18.8789849,54.51463784,0.420011967,0.464901865,0.560464621,0.502252936,0.53082329,0.455262512,0.428324223,0.407224387,0.423681468,0.51149863,0.475419104,0.44440183
'6772591351696592133,22200000,410,362100000,1805,54014.598540145984,200498.3388704319,16.310810076089638,8.130630264386025e-05,57.93,3,False,False,Friday,18,December,Winter,4,51,Evening,False,False,False,1631.081081,0.0,1545,241000,1300000,15000,entertainment,negative,unknown,unknown,indirect,casual,dialogue,engaging,0.058673206,-159.7540131,187.7464142,-63.60515976,-27.95617485,2.940104008,-12.12499619,-20.57390785,-17.63892937,-6.312929153,-10.93923473,-13.13012886,-4.744794846,-1.341475248,12.45599431,12.21702701,15.69294174,16.20392185,16.88443778,22.8385431,45.580532,0.338336617,0.347494215,0.365304053,0.388122231,0.387591034,0.36493206,0.358582914,0.368692458,0.345552653,0.338539302,0.336060882,0.334255904
'6774123894082161926,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,36.8,5,False,False,Tuesday,21,December,Winter,4,52,Night,False,True,False,1631.390135,0.0,2388,161500,798400,8123,entertainment,positive,speech,indoor,direct,humorous,dialogue,not engaging,0.025193926,-296.9365234,190.3729095,8.547779083,34.64977646,11.38634205,-14.50990582,-17.31374168,2.371467113,0.225125611,-12.36186886,-4.802427769,-1.430259466,-4.981557369,15.89438859,12.29626212,18.00124817,22.99985297,20.12361885,29.95515108,46.57267673,0.446532696,0.351242691,0.41385597,0.28574872,0.185612202,0.16586706,0.276548892,0.450426489,0.403344572,0.400713712,0.437301785,0.526186049
'6774417925739695366,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,17.43,5,False,False,Wednesday,16,December,Winter,4,52,Afternoon,False,False,False,1631.390135,0.0,295,27300,334800,114,entertainment,positive,unknown,unknown,direct,casual,dialogue,engaging,0.05260499,-388.0138855,161.342041,-28.39403725,6.861446381,9.339411736,10.05345058,-5.289249897,7.82233572,4.626878262,-6.909236908,0.87219435,1.411646485,5.999894142,20.74655069,12.78483841,15.0433674,20.93132077,23.41045653,27.56777837,53.21120776,0.511608005,0.183532164,0.190557107,0.401557773,0.302009195,0.440847516,0.368036717,0.603205144,0.593441427,0.481305391,0.468900323,0.36045599
'6775162218104442117,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,19.27,5,True,True,Friday,16,December,Winter,4,52,Afternoon,False,False,False,1631.390135,0.416666667,677,220800,1100000,2619,entertainment,positive,action,unknown,direct,humorous,dialogue,engaging,0.076346303,-402.3251648,101.5277863,-22.55853653,18.57398415,-6.146477699,5.828890324,-5.916082859,-11.72963619,-5.655966282,-3.055269241,-3.01652813,-8.658594131,-0.309260517,21.74438224,13.59378511,16.24903717,17.05531033,18.25438322,19.30050744,52.56567711,0.413734734,0.417714357,0.413022995,0.428087026,0.460408151,0.467914164,0.461058646,0.467122167,0.442305624,0.432944983,0.431620181,0.415934116
'6776195269949230341,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,15.05,3,True,False,Monday,11,December,Winter,4,1,Morning,False,False,False,514.2857143,-0.1875,19,1918,36200,23,automotive,positive,action,unknown,indirect,casual,monologue,engaging,0.004760648,-515.8496094,32.9213829,1.982976317,11.44322109,3.062361717,6.693822384,3.070875406,4.912967682,4.62930727,2.620482922,4.571783066,4.203634262,5.812243462,72.52185068,13.02483754,13.83793741,25.31012276,20.07021975,22.46475629,30.88128628,0.7580356,0.826576471,0.844827712,0.865076661,0.889412284,0.89006722,0.901698053,0.880721271,0.857371926,0.820278287,0.774097383,0.70399034
